pss_id,player_id,season_id,team_id,games_played,avg_pts,avg_reb,avg_ast,avg_stl,avg_blk,avg_tov,avg_min,fg_pct,fg3_pct,ft_pct,avg_plus_minus,efg_pct,ts_pct,usg_pct,per,bpm
1349,1866,3,9,38,1.03,0.34,0.26,0.08,0.05,0.11,4.48,0.3590,0.3333,0.5000,-1.26,0.4872,0.4890,0.1099,3.76,-7.37
1350,1873,3,23,76,15.84,5.96,2.86,0.92,0.61,1.22,31.16,0.4869,0.3527,0.8779,2.95,0.5347,0.5762,0.2084,18.66,1.45
1351,1881,3,20,81,9.40,8.33,4.09,0.93,0.28,1.46,33.42,0.4345,0.3101,0.7913,4.27,0.4934,0.5215,0.1364,15.04,1.21
1352,1882,3,20,78,7.46,8.03,2.41,1.12,1.09,1.19,24.32,0.6438,0.3333,0.7070,5.21,0.6452,0.6704,0.1206,20.25,3.37
1353,1895,3,2,79,9.01,3.49,1.04,0.51,0.32,0.41,22.03,0.4462,0.4237,0.8947,6.23,0.6228,0.6286,0.1508,13.74,-2.91
1354,1901,3,19,81,6.47,1.83,0.86,0.23,0.09,0.49,14.33,0.3816,0.3658,0.8375,0.15,0.5011,0.5334,0.2001,10.94,-3.86
1355,1911,3,14,79,3.84,2.67,0.42,0.43,0.37,0.54,11.11,0.7200,0.0000,0.6220,-1.35,0.7200,0.7177,0.1255,14.98,-3.54
1356,1912,3,9,50,5.78,2.38,4.10,0.72,0.40,1.02,20.16,0.4134,0.2973,0.6600,-4.88,0.4523,0.4738,0.1501,12.63,4.09
1357,1915,3,4,25,14.48,4.68,4.64,1.12,0.48,2.04,31.92,0.4680,0.3607,0.7654,-5.32,0.5051,0.5441,0.2064,16.05,1.93
1358,1915,3,21,26,5.31,2.46,1.62,0.46,0.04,0.58,17.21,0.4528,0.5172,0.6923,-0.04,0.5236,0.5602,0.1338,12.15,-2.45
1359,1939,3,25,66,13.15,2.94,5.09,0.73,0.20,3.21,26.75,0.3852,0.3246,0.8186,-7.50,0.4398,0.4894,0.2671,10.65,0.12
1360,1941,3,29,52,5.62,3.56,0.62,0.54,0.58,0.52,16.47,0.4500,0.3786,0.7931,-2.88,0.5604,0.5776,0.1381,13.21,-2.88
1361,1964,3,16,46,19.02,4.83,4.09,0.65,0.07,2.02,30.59,0.4408,0.3964,0.8559,0.67,0.5306,0.5581,0.2788,18.22,2.29
1362,1978,3,12,52,11.98,3.21,2.67,0.83,0.60,1.19,25.68,0.4429,0.3838,0.8485,1.75,0.5754,0.5861,0.1855,14.13,-0.17
1363,1978,3,23,32,12.19,3.19,3.03,0.84,0.34,1.28,25.75,0.4264,0.3886,0.9231,-0.84,0.5495,0.5661,0.2076,13.72,0.23
1364,1985,3,16,69,5.87,3.04,1.01,0.77,0.43,0.49,19.79,0.4650,0.3958,0.6389,0.10,0.5805,0.5872,0.1253,10.98,-3.75
1365,2006,3,11,31,1.06,0.71,0.32,0.10,0.06,0.10,2.41,0.4231,0.5000,0.8000,0.42,0.5577,0.5851,0.1787,18.74,5.85
1366,2023,3,11,82,6.27,1.50,1.71,0.51,0.07,0.65,15.47,0.4460,0.3871,0.9206,1.04,0.5468,0.5779,0.1674,11.24,-1.76
1367,2024,3,2,69,12.46,5.41,4.83,0.88,0.77,1.80,32.80,0.4804,0.4286,0.8333,6.19,0.5806,0.5967,0.1641,16.52,2.19
1368,2025,3,8,82,2.85,0.87,0.82,0.44,0.11,0.17,10.51,0.4536,0.4044,0.7500,0.67,0.5954,0.5977,0.1070,9.10,-3.67
1369,2035,3,7,48,1.63,1.63,0.31,0.06,0.19,0.25,4.93,0.5593,,0.5714,-0.71,0.5593,0.5715,0.1457,15.74,-0.92
1370,2035,3,30,28,4.32,3.71,0.36,0.29,0.36,0.43,11.34,0.5568,0.3333,0.8462,-2.00,0.5625,0.6084,0.1487,17.28,-1.38
1371,2037,3,21,82,16.55,7.90,2.44,0.65,2.32,1.60,29.43,0.5299,0.3696,0.7927,5.16,0.5976,0.6318,0.2181,23.52,4.20
1372,2049,3,14,45,0.76,0.29,0.18,0.07,0.04,0.20,2.42,0.2222,0.1333,0.6000,-1.20,0.2444,0.3160,0.2498,-0.16,-7.26
1373,2057,3,2,67,8.39,6.16,2.51,0.57,0.93,0.72,25.97,0.5107,0.4186,0.8667,6.28,0.6396,0.6502,0.1215,17.73,1.57
1374,2064,3,29,80,6.45,1.51,2.21,0.56,0.24,0.81,12.60,0.3957,0.3297,0.8073,-1.34,0.4602,0.5030,0.2411,14.65,4.34
1375,2068,3,23,45,3.20,1.29,0.62,0.33,0.11,0.42,11.32,0.4476,0.3000,0.7609,0.44,0.5190,0.5749,0.1217,8.34,-6.28
1376,2069,3,22,78,3.24,1.08,0.37,0.19,0.05,0.21,10.45,0.3883,0.3731,0.8077,-0.38,0.5631,0.5818,0.1262,7.60,-7.04
1377,2076,3,22,33,0.88,0.21,0.18,0.06,0.06,0.09,2.02,0.3333,0.2800,0.5000,0.12,0.4500,0.4565,0.2273,9.39,-1.55
1378,2092,3,26,64,10.23,3.50,2.59,0.70,0.36,0.83,24.42,0.4429,0.3607,0.7660,1.17,0.5527,0.5640,0.1739,13.41,0.01
1379,2114,3,1,58,15.36,3.83,1.50,0.69,0.28,1.43,28.99,0.4585,0.3849,0.8469,-0.84,0.5468,0.5946,0.2083,13.42,-4.02
1380,2124,3,15,11,2.91,1.45,0.36,0.27,0.27,0.18,10.30,0.3529,0.2500,1.0000,-1.09,0.4265,0.4530,0.1439,7.91,-5.11
1381,2131,3,13,78,3.28,0.71,1.19,0.33,0.05,0.56,6.93,0.3865,0.3259,0.7826,-0.83,0.4741,0.4902,0.2504,11.66,1.87
1382,2141,3,22,71,4.17,2.00,2.86,0.61,0.07,0.94,16.47,0.4361,0.4348,0.8235,2.32,0.5903,0.6117,0.1169,11.89,0.71
1383,2144,3,19,65,20.49,4.98,5.58,0.77,0.62,2.51,32.35,0.4916,0.3554,0.8013,2.69,0.5339,0.5781,0.2729,20.60,4.93
1384,2148,3,7,58,25.64,5.00,5.16,1.28,0.48,1.83,34.99,0.4969,0.4109,0.9048,4.78,0.5734,0.6077,0.2818,23.47,6.15
1385,2149,3,22,63,6.24,4.13,0.48,0.68,1.11,0.43,14.52,0.5105,0.3750,0.7195,2.89,0.5839,0.6101,0.1682,20.90,2.11
1386,2153,3,9,80,14.81,3.30,3.70,0.71,0.51,2.38,27.72,0.4286,0.3360,0.7492,-4.38,0.4923,0.5356,0.2506,13.36,-0.43
1387,2164,3,15,55,12.71,3.56,1.07,0.51,0.44,1.18,22.42,0.4281,0.3566,0.7516,-3.53,0.5187,0.5545,0.2440,15.05,-2.75
1388,2166,3,12,79,4.85,3.01,0.63,0.43,0.77,0.49,9.76,0.6652,0.0000,0.7157,0.37,0.6652,0.6891,0.1733,22.31,3.49
1389,2183,3,8,82,10.16,1.89,3.76,0.54,0.15,1.29,22.16,0.4312,0.3592,0.8061,0.96,0.4987,0.5212,0.2191,12.49,1.52
1390,2189,3,17,79,1.58,1.43,0.63,0.20,0.08,0.35,7.24,0.5000,0.3696,0.7273,-1.13,0.5850,0.5961,0.1006,8.35,-4.25
1391,2190,3,15,68,21.85,5.37,2.26,1.18,1.56,2.35,31.24,0.4444,0.3197,0.8082,-5.00,0.4948,0.5526,0.3074,18.10,0.91
1392,2191,3,10,79,6.84,4.32,1.04,0.37,0.96,0.62,14.31,0.7018,0.0000,0.5606,0.41,0.7018,0.6922,0.1645,23.97,3.46
1393,2205,3,14,73,24.96,7.10,8.07,1.22,0.52,3.36,34.30,0.5398,0.4105,0.7500,2.99,0.5985,0.6297,0.2934,28.97,11.11
1394,2214,3,16,76,11.70,3.75,2.57,1.01,0.26,1.45,27.81,0.4892,0.3218,0.8114,1.42,0.5359,0.5743,0.1879,13.35,-2.04
1395,2217,3,15,9,4.78,4.89,2.89,0.67,0.22,1.00,16.60,0.3400,0.3077,0.4545,-2.67,0.3800,0.3920,0.1808,14.38,5.40
1396,2231,3,15,24,7.13,5.54,1.13,0.50,1.17,1.38,23.86,0.5515,,0.8400,-4.71,0.5515,0.5816,0.1359,12.41,-4.15
1397,2245,3,21,78,8.15,2.31,1.27,0.59,0.28,0.60,18.53,0.4577,0.4164,0.8654,4.51,0.6093,0.6261,0.1674,13.90,-2.31
1398,2259,3,3,65,11.94,3.86,2.12,0.75,0.23,0.88,24.60,0.4459,0.3909,0.7890,-1.18,0.5574,0.5817,0.1974,15.39,-0.29
1399,2287,3,1,62,14.45,7.87,3.27,1.08,0.76,1.63,30.47,0.5114,0.3550,0.7279,-1.23,0.5620,0.5843,0.1925,20.18,3.13
1400,2292,3,27,69,15.71,5.46,2.83,0.74,0.29,1.45,29.54,0.4536,0.3460,0.7919,-5.03,0.5273,0.5650,0.2202,16.68,0.47
1401,2295,3,3,15,2.07,0.47,0.20,0.20,0.07,0.33,4.09,0.3810,0.4000,0.9167,-1.67,0.4762,0.5898,0.2294,12.12,-5.43
1402,2298,3,21,13,0.85,0.77,0.31,0.08,0.00,0.31,5.09,0.3125,0.3333,,-0.54,0.3438,0.3438,0.1315,3.12,-8.80
1403,2327,3,8,79,26.39,12.35,8.96,1.37,0.86,3.00,34.64,0.5826,0.3593,0.8174,8.63,0.6120,0.6501,0.2963,36.39,17.56
1404,2340,3,26,59,1.08,0.68,0.34,0.12,0.08,0.17,3.25,0.3944,0.0909,0.5455,0.15,0.4085,0.4219,0.1924,9.31,-0.50
1405,2343,3,6,82,1.30,0.76,0.18,0.09,0.16,0.16,3.29,0.5972,0.2143,0.8571,-1.11,0.6181,0.6585,0.1550,17.07,-1.48
1406,2355,3,19,77,10.87,3.53,2.58,1.36,0.81,1.21,30.15,0.4983,0.4176,0.8671,3.00,0.5952,0.6365,0.1418,12.67,-1.98
1407,2384,3,27,78,9.88,3.71,6.13,1.00,0.12,1.49,27.41,0.5050,0.3351,0.8559,-0.28,0.5583,0.5913,0.1525,17.93,6.24
1408,2385,3,30,71,11.13,2.52,6.83,1.00,0.25,0.93,27.22,0.4895,0.4141,0.8000,-7.00,0.5691,0.5778,0.1638,19.35,9.31
1409,2393,3,7,77,8.53,3.25,0.97,0.69,0.66,0.84,23.15,0.4828,0.3431,0.7132,0.71,0.5657,0.5921,0.1492,12.12,-4.49
1410,2395,3,8,82,1.73,1.91,0.32,0.07,0.20,0.28,4.82,0.6237,,0.4906,-1.07,0.6237,0.6104,0.1550,19.27,0.92
1411,2406,3,10,48,1.31,0.63,0.88,0.08,0.06,0.25,6.16,0.3594,0.3095,0.5714,-0.25,0.4609,0.4696,0.1132,7.31,-2.29
1412,2410,3,16,72,4.89,2.67,1.25,0.35,0.19,0.58,12.45,0.4520,0.3988,0.7021,2.07,0.5676,0.5834,0.1727,14.95,0.11
1413,2412,3,29,26,5.54,1.38,0.88,0.15,0.08,0.50,14.30,0.4636,0.4156,0.7143,-0.31,0.6091,0.6198,0.1487,9.84,-5.70
1414,2453,3,15,50,8.58,2.26,2.72,0.40,0.04,1.08,19.99,0.4476,0.4496,0.8889,-3.74,0.6175,0.6407,0.1681,14.85,-0.24
1415,2467,3,29,65,7.97,7.40,0.92,0.46,2.37,1.02,22.98,0.6543,0.2105,0.6022,-2.29,0.6600,0.6625,0.1285,20.95,1.32
1416,2469,3,8,50,0.44,0.36,0.18,0.04,0.02,0.02,1.20,0.4118,0.4000,0.7500,-0.22,0.4706,0.5361,0.1567,20.17,7.40
1417,2506,3,30,81,13.21,2.78,1.94,0.52,0.20,1.21,25.53,0.4861,0.3833,0.7261,-5.49,0.6020,0.6199,0.1964,14.07,-3.00
1418,2511,3,7,45,4.24,3.18,1.51,0.38,0.67,0.62,19.37,0.4315,0.3478,0.7021,2.76,0.5411,0.5730,0.0974,10.00,-3.45
1419,2532,3,9,40,5.58,1.88,0.58,0.33,0.18,0.55,14.01,0.4624,0.3298,0.9091,-2.13,0.5457,0.5698,0.1654,10.34,-5.65
1420,2541,3,15,67,3.51,3.84,1.64,0.76,0.76,0.69,17.52,0.4231,0.3167,0.8400,-2.25,0.5144,0.5365,0.0981,13.51,-0.09
1421,2544,3,23,47,1.87,0.64,0.53,0.30,0.06,0.21,6.38,0.3947,0.3500,0.7000,0.96,0.4868,0.5189,0.1355,9.69,-3.24
1422,2546,3,2,75,4.45,3.48,0.89,0.31,0.81,0.28,13.11,0.6995,1.0000,0.9074,2.91,0.7020,0.7365,0.1106,20.49,1.78
1423,2561,3,1,23,5.87,2.26,2.17,0.57,0.26,0.87,23.54,0.4904,0.4118,0.8333,0.04,0.6250,0.6330,0.1020,8.56,-4.70
1424,2575,3,10,75,15.84,4.73,2.17,0.73,0.48,1.63,25.99,0.5290,0.3212,0.7458,1.67,0.5597,0.5979,0.2423,18.85,0.09
1425,2582,3,30,71,21.87,6.54,4.17,0.52,0.69,2.70,32.13,0.4631,0.3356,0.7750,-7.92,0.5206,0.5474,0.2992,20.02,3.10
1426,2588,3,15,52,7.29,2.46,1.12,0.56,0.23,0.87,15.48,0.3894,0.3397,0.8257,-2.19,0.4769,0.5399,0.2114,12.78,-2.34
1427,2591,3,5,26,18.73,4.96,3.77,0.81,0.31,2.00,33.53,0.4521,0.3491,0.8544,-3.54,0.5306,0.5779,0.2433,16.66,0.45
1428,2607,3,11,78,3.51,2.21,0.83,0.26,0.42,0.40,9.79,0.5146,0.2500,0.8000,2.06,0.5388,0.5840,0.1483,15.94,0.28
1429,2639,3,7,59,2.31,0.85,0.34,0.17,0.05,0.24,5.27,0.4463,0.2600,0.6522,0.31,0.5000,0.5186,0.2009,12.46,-2.84
1430,2644,3,6,75,12.69,3.73,4.61,1.01,0.45,1.56,26.11,0.4207,0.3253,0.7662,1.60,0.4866,0.5240,0.2324,16.79,4.88
1431,2667,3,24,50,1.42,0.62,0.60,0.14,0.06,0.16,3.70,0.3636,0.1250,0.7436,0.30,0.3818,0.4920,0.1891,15.21,4.04
1432,2673,3,26,63,1.90,2.03,0.79,0.17,0.52,0.43,7.05,0.6173,0.0000,0.5882,2.25,0.6173,0.6253,0.1192,16.43,2.09
1433,2677,3,13,68,23.72,6.12,3.59,1.63,0.87,1.75,34.27,0.5250,0.4167,0.8846,5.76,0.5852,0.6262,0.2691,24.56,4.70
1434,2695,3,14,62,0.18,0.06,0.10,0.03,0.02,0.16,1.66,0.1905,0.1111,0.6667,-1.18,0.2143,0.2464,0.1362,-2.83,-13.70
1435,2701,3,19,32,1.38,0.44,0.56,0.16,0.03,0.25,4.48,0.3077,0.1000,0.9091,-0.59,0.3269,0.3871,0.1945,7.10,-2.23
1436,2701,3,29,29,1.55,0.41,0.66,0.14,0.03,0.21,4.11,0.4500,0.1538,0.7778,-1.52,0.4750,0.5118,0.1788,13.91,1.58
1437,2707,3,17,74,23.99,4.32,6.86,0.97,0.24,2.61,34.84,0.4236,0.3537,0.9202,5.26,0.5098,0.5904,0.2854,21.54,6.59
1438,2711,3,24,67,2.27,1.12,0.31,0.15,0.15,0.21,6.84,0.4597,0.3000,0.8500,-1.31,0.5444,0.5723,0.1397,11.02,-4.56
1439,2712,3,7,55,8.78,6.87,1.09,0.65,1.40,0.91,23.54,0.7466,0.0000,0.5062,2.62,0.7466,0.7282,0.1270,19.90,0.08
1440,2713,3,9,28,4.07,1.71,0.89,0.46,0.18,0.57,16.77,0.3448,0.2857,0.6667,-7.11,0.4397,0.4600,0.1263,4.94,-7.04
1441,2714,3,17,50,0.52,0.42,0.10,0.04,0.00,0.10,1.81,0.5000,0.2000,0.7500,-0.54,0.5227,0.5471,0.1366,8.58,-5.93
1442,2729,3,15,24,1.63,0.63,0.58,0.13,0.13,0.25,4.11,0.3784,0.3000,0.5333,0.21,0.4189,0.4472,0.2164,9.41,0.91
1443,2729,3,29,7,7.86,2.86,2.71,0.43,0.29,0.86,12.96,0.6000,0.3333,0.8182,-0.29,0.6571,0.6903,0.2187,26.26,9.66
1444,2738,3,10,82,4.07,5.11,1.62,0.34,0.35,0.61,14.57,0.5966,0.0000,0.6747,0.46,0.5966,0.6196,0.1135,18.24,2.80
1445,2739,3,17,79,12.53,5.18,1.61,0.54,2.39,1.00,30.52,0.4848,0.3663,0.8209,3.52,0.5828,0.6081,0.1605,15.56,-0.93
1446,2742,3,17,51,0.35,0.10,0.08,0.02,0.06,0.04,1.27,0.3684,0.2500,1.0000,-0.45,0.4211,0.4527,0.1438,5.33,-5.64
1447,2750,3,16,62,7.82,5.45,1.85,0.29,0.16,0.77,14.91,0.4401,0.3443,0.7870,1.76,0.5571,0.5965,0.2198,22.74,5.94
1448,2756,3,16,37,8.19,3.49,3.97,1.05,0.41,1.43,28.04,0.4256,0.3851,0.8333,0.35,0.5537,0.5816,0.1346,11.43,-0.25
1449,2756,3,23,23,8.00,2.83,4.61,0.87,0.26,1.39,28.37,0.4444,0.4045,0.8485,-0.48,0.5778,0.6153,0.1253,11.61,0.17
1450,2771,3,1,24,0.58,0.29,0.00,0.00,0.00,0.04,2.16,0.2353,0.2308,0.7500,-0.54,0.3235,0.3731,0.1601,0.37,-10.59
1451,2774,3,26,59,7.10,4.36,1.22,0.29,0.32,0.64,19.63,0.4455,0.3836,0.7000,3.03,0.5763,0.5955,0.1441,14.07,-2.28
1452,2815,3,4,22,2.45,1.05,1.27,0.32,0.00,0.68,9.10,0.2879,0.1667,0.9167,-2.59,0.3258,0.3788,0.1855,5.44,-3.01
1453,2822,3,27,82,2.32,1.79,0.60,0.09,0.15,0.23,5.50,0.4710,0.2969,0.7353,0.55,0.5323,0.5590,0.1776,20.25,3.95
1454,2828,3,13,75,8.77,3.39,1.59,0.57,0.20,0.64,24.97,0.5152,0.3480,0.8316,0.69,0.5872,0.6152,0.1378,11.96,-3.90
1455,2829,3,4,31,10.74,4.03,4.68,1.55,0.10,1.81,27.99,0.4529,0.3645,0.7586,-3.94,0.5236,0.5522,0.1894,15.72,2.95
1456,2829,3,21,46,1.07,0.52,0.43,0.07,0.00,0.20,2.59,0.5000,0.4211,1.0000,-0.11,0.6000,0.6058,0.1812,18.49,2.74
1457,2845,3,11,81,0.56,0.40,0.07,0.01,0.02,0.06,0.88,0.5294,0.0000,0.6429,-0.25,0.5294,0.5603,0.2713,28.05,6.17
1458,2846,3,29,55,23.24,8.16,2.00,0.91,0.47,1.40,33.09,0.4798,0.3986,0.8989,0.38,0.5781,0.6315,0.2495,23.87,2.44
1459,2855,3,19,69,6.75,3.48,1.86,0.71,0.17,0.94,18.22,0.4632,0.3867,0.7907,2.97,0.5422,0.5755,0.1638,14.64,-0.49
1460,2863,3,16,65,9.85,4.32,2.20,0.72,0.45,1.18,27.02,0.4311,0.3491,0.7778,1.02,0.5036,0.5311,0.1748,11.95,-2.48
1461,2865,3,4,30,7.03,3.63,3.47,1.07,0.60,1.47,25.10,0.3814,0.3140,0.6061,-5.23,0.4442,0.4597,0.1621,11.13,0.22
1462,2875,3,23,76,2.82,1.68,0.66,0.26,0.14,0.39,9.41,0.5439,0.3043,0.5385,-0.04,0.5643,0.5687,0.1324,10.12,-4.05
1463,2895,3,1,81,4.01,1.14,0.46,0.25,0.10,0.23,12.25,0.4558,0.4404,0.8095,-1.20,0.6438,0.6647,0.1115,7.69,-7.07
1464,2898,3,12,60,14.27,3.90,1.98,0.58,0.23,1.62,25.64,0.4465,0.3738,0.8214,-1.53,0.5068,0.5620,0.2338,14.77,-2.26
1465,2901,3,1,59,1.86,0.90,0.39,0.27,0.19,0.14,7.00,0.3505,0.3478,0.7500,-1.17,0.4742,0.5113,0.1180,8.04,-4.05
1466,2904,3,23,73,24.88,3.53,5.93,0.95,0.45,1.59,35.97,0.4496,0.3726,0.8677,4.15,0.5243,0.5728,0.2811,20.20,5.77
1467,2918,3,14,28,0.79,0.21,0.36,0.25,0.04,0.07,2.76,0.4762,0.4000,,-0.32,0.5238,0.5238,0.1302,12.05,1.67
1468,2918,3,25,33,4.03,1.12,2.27,0.42,0.09,0.55,10.78,0.3841,0.2857,0.7647,-2.85,0.4348,0.4571,0.1942,13.29,5.19
1469,2928,3,20,82,6.85,1.22,1.39,0.61,0.09,0.37,16.19,0.4515,0.4098,0.8600,-0.20,0.5716,0.5903,0.1660,11.50,-2.20
1470,2951,3,19,66,20.03,4.33,4.62,0.94,0.62,1.67,32.71,0.4588,0.4291,0.8273,2.95,0.5720,0.5922,0.2495,19.13,3.93
1471,2954,3,12,81,8.98,2.36,4.81,0.89,0.10,1.33,15.94,0.5565,0.4091,0.7903,1.17,0.5717,0.5860,0.2380,24.88,13.44
1472,2968,3,18,72,10.51,3.11,1.40,0.88,0.58,1.21,29.24,0.4889,0.3373,0.7215,2.17,0.5573,0.5711,0.1590,9.01,-5.94
1473,2969,3,28,82,2.06,0.96,0.45,0.23,0.07,0.37,6.56,0.3439,0.1690,0.7297,-1.98,0.3757,0.4116,0.1876,6.38,-5.04
1474,2972,3,12,19,3.95,0.58,0.68,0.26,0.00,0.21,10.75,0.4058,0.3214,0.5000,0.68,0.5362,0.5366,0.1546,7.18,-5.51
1475,2972,3,27,48,5.75,1.00,1.19,0.23,0.04,0.50,14.58,0.4419,0.4393,0.5882,-3.25,0.6186,0.6203,0.1481,9.79,-4.69
1476,2983,3,26,81,2.28,1.56,0.21,0.17,0.25,0.42,4.19,0.5985,0.1429,0.5778,0.09,0.6023,0.6094,0.2352,22.40,0.94
1477,2988,3,4,78,3.87,1.31,0.65,0.27,0.13,0.38,11.30,0.4391,0.3333,0.7765,-2.94,0.5130,0.5647,0.1504,9.56,-5.26
1478,3012,3,18,67,2.91,1.07,1.64,0.52,0.10,0.28,9.35,0.4828,0.4719,0.7222,2.31,0.6276,0.6376,0.1224,16.05,4.39
1479,3055,3,23,41,10.27,3.44,2.78,1.46,0.39,0.95,24.96,0.3861,0.3598,0.8354,5.32,0.4931,0.5332,0.1809,13.55,1.29
1480,3061,3,4,30,1.10,2.17,0.30,0.20,0.47,0.47,10.22,0.4286,,0.7500,-4.43,0.4286,0.4958,0.0683,3.56,-8.43
1481,3066,3,6,77,6.30,1.56,1.40,0.25,0.05,0.25,13.88,0.4020,0.4040,0.9286,0.36,0.5840,0.5983,0.1767,13.19,-0.45
1482,3068,3,9,14,10.50,6.00,1.93,1.71,0.50,1.79,29.39,0.5000,0.3023,0.9524,-5.14,0.5570,0.5964,0.1594,14.62,-2.27
1483,3068,3,24,51,3.63,2.16,0.37,0.37,0.18,0.53,8.78,0.5077,0.2941,0.8837,-0.73,0.5654,0.6211,0.1718,16.15,-2.84
1484,3073,3,4,31,10.42,2.06,6.00,0.71,0.13,2.26,26.28,0.4373,0.2936,0.8393,-5.94,0.4946,0.5319,0.2109,13.62,3.26
1485,3073,3,21,51,1.94,0.47,1.49,0.18,0.06,0.57,7.08,0.4066,0.2444,0.7368,2.16,0.4670,0.4982,0.1558,9.91,0.59
1486,3075,3,17,55,15.05,4.67,5.31,0.93,0.27,2.31,27.05,0.4930,0.3806,0.8333,2.27,0.5661,0.5950,0.2370,19.46,5.46
1487,3096,3,4,78,16.40,4.04,2.24,0.85,0.54,1.69,30.55,0.4395,0.3732,0.8266,-6.54,0.5245,0.5517,0.2414,13.61,-2.22
1488,3104,3,18,32,0.91,0.63,0.25,0.06,0.03,0.03,1.63,0.6500,0.4000,0.5000,0.25,0.7000,0.6944,0.1872,30.74,11.96
1489,3113,3,1,57,0.89,0.35,0.25,0.16,0.02,0.14,3.54,0.3725,0.3824,,-0.68,0.5000,0.5000,0.1203,6.49,-5.63
1490,3113,3,16,21,3.62,0.71,0.95,0.52,0.00,0.38,10.18,0.3375,0.2075,1.0000,2.14,0.4063,0.4479,0.2000,7.42,-3.02
1491,3117,3,9,8,3.38,2.25,0.75,0.25,0.13,0.38,7.89,0.4231,0.3333,0.6667,-3.38,0.4808,0.4941,0.2035,17.78,2.36
1492,3117,3,18,51,3.49,1.00,0.98,0.31,0.10,0.55,9.62,0.4000,0.2642,0.8182,-0.55,0.4438,0.4962,0.1875,9.02,-3.35
1493,3118,3,25,45,1.36,1.24,0.47,0.20,0.22,0.20,8.47,0.2973,0.2449,0.5556,-1.80,0.3784,0.3912,0.0980,5.36,-5.80
1494,3125,3,18,64,0.78,0.27,0.13,0.08,0.08,0.03,1.43,0.4722,0.4000,0.8571,0.31,0.5278,0.5930,0.2150,20.03,4.60
1495,3131,3,26,81,4.68,1.17,1.65,0.21,0.04,0.53,13.59,0.4520,0.3608,0.7143,-0.56,0.5402,0.5549,0.1502,9.95,-2.49
1496,3132,3,6,56,26.13,5.00,5.95,1.80,0.54,2.75,34.69,0.4619,0.3684,0.8648,5.80,0.5455,0.5952,0.3122,23.60,7.17
1497,3144,3,6,50,15.70,9.36,3.20,0.90,1.44,1.80,30.64,0.5797,0.3729,0.7193,0.66,0.5996,0.6258,0.2083,23.68,4.65
1498,3145,3,6,24,0.96,0.42,0.25,0.08,0.00,0.08,3.00,0.4167,0.3000,0.0000,-1.25,0.4792,0.4705,0.1616,8.90,-3.13
1499,3159,3,26,72,15.42,2.94,5.14,0.63,0.54,2.08,26.00,0.4434,0.3499,0.8293,0.14,0.5263,0.5645,0.2598,17.63,5.01
1500,3166,3,10,73,7.30,2.68,0.78,0.58,0.33,0.60,15.84,0.4619,0.3600,0.7849,1.36,0.5476,0.5782,0.1850,14.40,-2.38
1501,3168,3,13,34,0.97,0.53,0.62,0.09,0.09,0.15,3.51,0.3261,0.1176,0.5000,-1.09,0.3478,0.3520,0.1941,9.68,3.16
1502,3182,3,18,59,0.31,0.20,0.10,0.08,0.02,0.07,1.28,0.5000,0.0000,,-0.10,0.5000,0.5000,0.1300,10.98,-3.03
1503,3184,3,15,15,15.07,3.33,4.87,0.47,0.33,1.80,21.19,0.4706,0.2745,0.8125,0.73,0.5118,0.5702,0.3047,23.83,9.32
1504,3196,3,7,80,0.83,0.49,0.20,0.06,0.04,0.15,2.71,0.3382,0.3571,0.8333,-0.71,0.4485,0.4672,0.1643,9.48,-4.09
1505,3198,3,9,6,4.33,1.83,1.33,0.17,0.00,0.17,10.03,0.4138,0.2222,,2.00,0.4483,0.4483,0.2186,16.03,3.57
1506,3198,3,18,27,3.85,1.33,1.81,0.52,0.22,0.15,12.62,0.3958,0.4167,0.6667,2.33,0.5000,0.5134,0.1382,13.57,2.78
1507,3201,3,6,15,4.60,1.67,0.67,0.13,0.13,0.73,12.01,0.4407,0.4138,0.6250,-3.40,0.5424,0.5518,0.1852,9.51,-6.49
1508,3201,3,23,43,5.74,2.53,0.60,0.30,0.26,0.44,14.81,0.4390,0.4000,0.8611,-0.21,0.5268,0.5592,0.1612,11.30,-4.33
1509,3245,3,19,59,14.27,4.75,2.10,0.86,0.47,0.58,28.65,0.4428,0.3798,0.8146,4.49,0.5789,0.6124,0.1881,17.59,0.60
1510,3246,3,1,82,21.38,5.07,6.12,1.35,0.29,2.45,33.94,0.4593,0.3628,0.7939,-1.88,0.5280,0.5554,0.2681,20.46,6.10
1511,3248,3,8,59,21.19,4.10,6.51,0.97,0.66,2.12,31.55,0.4807,0.4252,0.8533,5.27,0.5543,0.5858,0.2829,22.57,8.28
1512,3249,3,26,77,15.22,5.45,1.68,1.03,0.77,0.83,33.62,0.4544,0.3581,0.8306,1.79,0.5482,0.5692,0.1817,13.96,-2.00
1513,3251,3,25,81,4.64,2.77,0.99,0.65,0.26,0.68,16.64,0.3962,0.2678,0.6607,-2.02,0.4631,0.4813,0.1419,9.65,-4.17
1514,3258,3,9,17,2.65,1.71,0.59,0.18,0.29,0.12,10.07,0.3409,0.3824,0.5000,2.71,0.4886,0.4917,0.1204,9.48,-3.07
1515,3258,3,21,23,0.74,0.91,0.17,0.04,0.04,0.17,3.97,0.3636,0.0909,0.0000,-0.09,0.3864,0.3788,0.1260,6.63,-6.68
